"","assay","sample_name","avg","n_metab","n_metab_identified","median","sd","iqr","min_peak_height","max_peak_height","alpha_diver","norm_test_shapiro_pval","log_norm_test_shapiro_pval","percent_identified","avg_log2"
"122","BiogenicAmines","IL601",15044.4558612649,4611,498,4364.64285714286,66107.0176645088,7916.96428571428,0.14285714285711,2415411.25,6.89821442451668,1.47421031960239e-90,1.88034337992791e-35,10.8002602472349,13.8769443067291
"123","BiogenicAmines","IL607",11416.4293102851,4551,501,3554.32142857143,49580.0125997556,6970.21428571429,0.142857142857142,2172249.25,7.01443042934659,8.89573200545603e-91,2.21626787442809e-33,11.0085695451549,13.4788238724693
"124","BiogenicAmines","IL613",13592.8407842913,4537,490,3753.85714285714,85106.4099898199,7375.92857142857,0.107142857142858,3559556.21428571,6.66815552112127,2.01453350578053e-92,2.66351355714038e-35,10.800088163985,13.7305593777531
"125","BiogenicAmines","IL619",18103.6744603366,4616,505,4459.60714285714,84010.570794793,9214.78571428567,1.28571428571422,2583290.25,6.74737518570619,1.18937303087939e-90,5.45010611008209e-33,10.9402079722704,14.1439949270066
"126","BiogenicAmines","IL625",9788.22635310349,4538,495,2568,53721.73997131,5117.89285714285,0.571428571428571,2533503.25,6.72523822226295,8.42071140053e-92,5.88450234329333e-30,10.9078889378581,13.2568317488424
"127","BiogenicAmines","IL631",14561.819970651,4557,490,3945.35714285714,66286.0494500018,7883.39285714286,0.875,1967394.25,6.81460930725391,1.17546458411711e-90,5.53980233985782e-31,10.752688172043,13.8299030577883
"128","BiogenicAmines","IL637",14267.2000239549,4513,488,3880.67857142857,68033.6700769727,8067.53571428572,0.535714285714285,2353304.25,6.79398790048667,5.47587524902268e-91,3.81543986996858e-33,10.8132062929315,13.8004146093939
"129","BiogenicAmines","IL643",4023.65536401605,4439,486,1038.82142857143,21071.1477259454,2512.67857142858,0.130434782608695,882869.25,6.76685695504727,1.41050767067709e-91,4.10188727965176e-29,10.9484118044605,11.9742910247166
"130","BiogenicAmines","IL649",11202.6715015371,4589,497,2805.21428571429,60938.0244706821,5290.07142857143,0.25,2838297.25,6.68072646942588,1.13794144802968e-91,6.77655047991477e-36,10.8302462410111,13.4515551924066
"131","BiogenicAmines","IL655",20894.5492907932,4573,495,3943.03571428571,118004.959030445,9658.32142857147,0.428571428571427,3965719.96428571,6.53005208450603,1.25938734450187e-91,5.14445940729539e-29,10.8244041110868,14.350839018662
"132","BiogenicAmines","IL661",14730.9354841909,4512,493,3596.10714285714,70378.0501937296,8068.75,2.14285714285714,2108714.25,6.72507686853022,7.81284657933166e-91,1.21671059320736e-26,10.9264184397163,13.8465614308023
"133","BiogenicAmines","IL667",23609.6470476129,4545,490,6034.96428571429,129738.211394855,12548.9285714285,0.464285714285722,6238349.96428571,6.71205446460884,9.09015472436785e-92,9.77699017889769e-32,10.7810781078108,14.5270888537096
"134","BiogenicAmines","IL673",23167.4531256828,4555,492,5535.39285714286,116846.156427262,11258.5714285714,0.107142857142858,4363383.96428571,6.68350580725499,3.69912984368025e-91,5.75451319983183e-34,10.801317233809,14.4998118322586
"135","BiogenicAmines","IL679",16041.9146821156,4558,494,4237.53571428571,88805.8983266148,8055.48280423282,0.285714285714292,3413201.96428571,6.69937572942251,8.16621403788146e-92,2.16315450039855e-34,10.8380868802106,13.9695587244308
"136","BiogenicAmines","IL685",15347.924664363,4563,495,4894.35714285714,70676.7860756407,9072.64285714289,0.285714285714285,3120615.25,6.9489248977238,4.49897751269379e-91,4.05059763835426e-34,10.8481262327416,13.9057559681188
"137","BiogenicAmines","IL691",15469.5349063681,4558,498,4611.81481481481,68346.2382251656,8896.21428571426,0.285714285714285,2306068.25,6.8914316559365,1.31394680076972e-90,1.23708924969931e-33,10.9258446687143,13.9171422021694
"138","BiogenicAmines","IL697",14738.2194794998,4537,487,4089.5,69315.6037809149,8532.64285714283,0.107142857142858,2567808.25,6.84264934443605,5.57029064980162e-91,1.49941635758992e-31,10.7339651752259,13.8472746228932
"139","BiogenicAmines","IL703",10071.6740678602,4539,494,2905.53571428571,53006.2553174205,5667.67857142857,0.357142857142854,2544294.25,6.82071017997129,1.02074623865636e-91,2.13568338464725e-32,10.8834545053977,13.2980158810341
"140","BiogenicAmines","IL709",18855.8993318907,4648,497,5125.78571428571,141603.903546118,9272.03571428567,1.82142857142857,8563518.28571429,6.67611226255895,4.06722035997941e-93,1.78600681966073e-28,10.6927710843373,14.2027283409925
"141","BiogenicAmines","IL715",3119.55233799703,4309,477,946.5,16686.727839494,2299.42857142858,0.130434782608695,900236.25,6.91086298554558,5.54672631846193e-92,6.06862617504453e-34,11.0698537943838,11.6071232989775
"142","BiogenicAmines","IL721",14681.6810445483,4519,489,3728.25,65879.0821345141,8397.53571428572,1.42857142857143,2466684.25,6.84466441399246,1.4446921409952e-90,3.24890051316306e-27,10.8209780924983,13.8417295449911
"143","BiogenicAmines","IL727",11031.2964554073,4479,489,3254.39285714286,56207.392302976,6828.25,0.714285714285715,2594233.25,6.83776432624688,1.52227377663414e-91,5.54293089863092e-33,10.9176155391829,13.4293147334773
"144","BiogenicAmines","IL733",12602.0651761828,4561,493,2959.46428571429,64894.6011460214,6936.71428571429,0.285714285714285,1937345.25,6.66901579840032,2.8327753064634e-91,1.0535065330399e-28,10.8090331067748,13.6213725557585
"145","BiogenicAmines","IL739",23090.4646165603,4504,491,5369.71428571429,123397.058798856,11621.7857142857,0.25,3659652.25,6.63125303499435,1.78186810896347e-91,4.82109887864083e-31,10.9014209591474,14.4950095822528
"146","BiogenicAmines","IL745",15314.2662488561,4565,497,3349.35714285714,90721.4517112166,7074.89285714285,0.464285714285715,3233733.21428571,6.50706304744475,6.69060023027348e-92,1.42000757836895e-29,10.8871851040526,13.9025886244167
"147","BiogenicAmines","IL751",9057.04244425303,4542,495,2422.64285714286,41979.7355671306,4612.2962962963,0.642857142857167,1453725.25,6.81385547727923,8.3621622714934e-91,3.92386217556598e-32,10.8982826948481,13.1448243031898
"148","BiogenicAmines","IL757",15405.6781450175,4437,488,4165.35714285714,76645.9142938383,10116.2857142857,0.107142857142858,2456833.78571429,6.74157255384579,3.43990586142223e-91,3.27805420761485e-27,10.9984223574487,13.9111745695489
"149","BiogenicAmines","IL763",13504.1388096659,4561,493,3338.96428571429,78911.3394871251,7096.5,0.285714285714285,3653193.96428571,6.68744815407149,4.42776934503474e-92,1.3051417617593e-29,10.8090331067748,13.7211140183123
"150","BiogenicAmines","IL769",12669.7791884991,4533,489,3240.89285714286,69124.8885819305,7027.57142857143,1.10714285714283,2930085.25,6.71219514768823,9.92996985035934e-92,1.29686406400029e-30,10.7875579086698,13.6291037606633
"151","BiogenicAmines","IL775",22655.6621330824,4566,498,5964.25,128536.20345776,11929.3928571429,0.714285714285715,5907526.96428571,6.74580286655724,5.23133715751004e-92,8.73359645976695e-32,10.9067017082786,14.4675840351394
"152","BiogenicAmines","IL781",25994.4108321453,4600,494,6253.03571428571,147161.118875166,12009.4175824176,0.821428571428569,5734694.96428571,6.60960178518084,8.54655784623614e-92,6.71837796428413e-34,10.7391304347826,14.6659138362046
"153","BiogenicAmines","TL1A_1001",7829.82136859872,4523,491,2303.35714285714,37218.0421666599,4925.07142857143,0.428571428571427,1381820.25,6.90127540627925,3.37929682669377e-91,6.79953900336776e-32,10.8556267963741,12.9347636785671
"154","BiogenicAmines","TL1A_1007",622.778223739116,2860,331,453.035714285714,3355.19243871213,576.671080881973,0.0357142857142865,161774.25,7.02796139169832,1.69057288694958e-92,8.1528538294143e-52,11.5734265734266,9.28257468934126
"155","BiogenicAmines","TL1A_1013",10626.9984504979,4490,485,3068.89285714286,53761.6143805261,7117.17857142857,0.285714285714285,2148094.57142857,6.85878529175254,1.57003442550669e-91,6.15195463472298e-33,10.8017817371938,13.3754465510126
"156","BiogenicAmines","TL1A_1019",13686.5603598585,4548,488,4275.03571428571,65083.6759707152,8517.96428571433,0.107142857142858,2478945.57142857,6.92578909512799,2.92344540830232e-91,3.23596370712966e-34,10.7299912049252,13.7404723005587
"157","BiogenicAmines","TL1A_1025",7641.87754529827,4548,497,2284.10714285714,32686.2494219145,4794.14285714286,0.285714285714285,1176037.25,6.94723806058828,1.87582264740584e-90,1.21252377033109e-30,10.9278803869833,12.8997114245603
"158","BiogenicAmines","TL1A_1031",10435.1472194895,4561,494,3229.71428571429,61022.3316259131,6636.03571428571,0.964285714285714,2404619.25,6.79801550561041,2.82453401688324e-92,3.76329204673013e-26,10.8309581232186,13.3491633337922
"159","BiogenicAmines","TL1A_1037",16605.7968773465,4602,495,4530.60714285714,110955.995598819,8739.14285714287,1.10714285714285,4780061.57142857,6.62496599324195,1.18487944852149e-92,4.82141919922888e-33,10.7561929595828,14.0193993359589
"160","BiogenicAmines","TL1A_1043",11751.1938915493,4543,488,3487.25,63189.2593908512,6630.60714285714,0.392857142857142,2447841.96428571,6.80575926157317,7.79881207972999e-92,2.35022989964504e-35,10.741800572309,13.5205197179497
"161","BiogenicAmines","TL1A_1049",12648.3952755103,4516,488,3997.25,56831.7673622056,8051.5,0.35714285714289,2475745.25,6.97050406843249,6.34257060113842e-91,1.2043148742478e-33,10.8060230292294,13.6266667387837
"162","BiogenicAmines","TL1A_1055",14660.0789320246,4577,492,4797,78315.8983714307,8339.67857142857,0.14285714285711,3401716.96428571,6.89061584576127,5.95059153860308e-92,7.77860845370182e-37,10.7493991697619,13.8396052507247
"163","BiogenicAmines","TL1A_1061",8437.41192950883,4508,491,2654.14285714286,36968.7952557621,5691.66931216931,0.285714285714285,1367757.25,6.97035780586784,9.66238771048119e-91,9.94769349627649e-32,10.8917480035492,13.0425848228064
"164","BiogenicAmines","TL1A_1067",13054.1136467586,4557,491,3992.85714285714,56912.2036997046,7811,0.607142857142854,2246344.25,6.94717399558326,1.26728303318018e-90,1.64238576526898e-32,10.7746324336186,13.6722168838615
"165","BiogenicAmines","TL1A_1073",14524.7570112915,4547,490,4391.42857142857,67021.5104881104,8831.2142857143,0.285714285714285,2710110.25,6.92434631168181,4.99686808463231e-91,3.12861229453855e-32,10.7763360457444,13.8262264081337
"166","BiogenicAmines","TL1A_1079",13016.8948493527,4577,498,3824.25,59637.3542267985,7491.67857142857,0.75,2345645.25,6.91566166074563,5.86903631594188e-91,1.04128456845698e-34,10.8804894035394,13.6680977174755
"167","BiogenicAmines","TL1A_1085",12753.8256231148,4559,486,4062.82142857143,58777.0047519741,7563.39285714286,0.428571428571427,2728596.25,6.98228906534039,3.64864735301834e-91,1.200661381617e-34,10.6602325071288,13.6386424407234
"168","BiogenicAmines","TL1A_1091",11499.5853298222,4558,496,3471.82142857143,59161.9017639215,6588.35714285714,0.5,1980535.57142857,6.79632297617146,1.45863449911534e-91,4.41018585023549e-35,10.8819657744625,13.4892942186847
"169","BiogenicAmines","TL1A_1097",15732.1918226196,4611,494,5168,66540.9411163516,9457.00000000003,0.75,2264956.57142857,6.97285804743034,1.89400451583772e-90,4.30891318170548e-33,10.7135111689438,13.9414320618312
"170","BiogenicAmines","TL1A_1103",10589.5254657106,4592,486,3362.82142857143,47076.4991904062,6142.82142857143,0.0357142857142847,1796175.57142857,6.94126799930003,8.75236304925013e-91,4.46741411118992e-36,10.5836236933798,13.3703503207584
"171","BiogenicAmines","TL1A_1109",10106.8131761873,4558,494,2582.96428571429,65188.3397257849,5790.71428571429,2.1304347826087,2520922.21428571,6.57544107235764,1.92416258947087e-92,4.06339879575846e-21,10.8380868802106,13.3030405459613
"172","BiogenicAmines","TL1A_1115",1339.57400678398,3653,431,220.642857142857,15914.3682871471,1275.32400678398,0.0999999999999996,831084.25,5.87833896072575,8.50216331536688e-94,1.31139974885092e-33,11.7985217629346,10.387558571905
"173","BiogenicAmines","TL1A_1121",7082.41414547586,4520,489,2278.5,34391.6424743014,4436.07142857143,0.142857142857142,1496169.57142857,6.92927530865379,2.06998753293347e-91,3.49285118962414e-32,10.8185840707965,12.7900254927167
"174","BiogenicAmines","TL1A_1127",10564.6172142811,4539,492,3729.89285714286,67420.4900174422,6293.25,0.464285714285715,3952629.57142857,6.87542232942039,9.25879653718739e-93,8.14136435507352e-39,10.8393919365499,13.3669528748807
"175","BiogenicAmines","TL1A_1133",9416.08410858407,4519,491,3266.92857142857,50459.3616485307,6053.5,0.321428571428569,2678441.57142857,6.96854861901854,4.28693027829675e-92,1.04395771208785e-33,10.8652356716088,13.2009114918795
"176","BiogenicAmines","TL1A_1139",14037.5312428007,4544,492,4058.32142857143,80817.0215673058,8705.78571428569,0.0357142857142847,3301465.57142857,6.79654861032034,3.47535052965711e-92,2.22039920983801e-35,10.8274647887324,13.7770016131305
"177","BiogenicAmines","TL1A_1145",12146.1274444146,4552,488,3937.89285714286,60492.5422070592,7608.42857142857,0.142857142857142,2312994.57142857,6.91105756144855,1.43806534642773e-91,1.03896659872472e-35,10.7205623901582,13.5682087915465
"178","BiogenicAmines","TL1A_1151",23909.935006332,4537,492,7058.07142857143,134698.577980698,15746.6785714286,0.199999999999999,6969625.57142857,6.82960875234067,4.17351429704901e-92,3.36487968217934e-33,10.8441701564911,14.5453225879691
"179","BiogenicAmines","TL1A_1157",9134.82129906907,4503,491,3061.35714285714,46898.30804893,6132.82142857142,0.0999999999999996,1991861.57142857,6.93948392575432,8.32866857798089e-92,4.32093315485928e-36,10.903841883189,13.1571607909129
"180","BiogenicAmines","TL1A_1163",11285.1271097948,4585,491,3580.14285714286,69719.8788700679,6642.35714285714,0.107142857142854,3507429.57142857,6.80147096884876,1.55643735518168e-92,2.70306524940808e-38,10.7088331515812,13.4621350479363
"181","BiogenicAmines","TL1A_1169",11039.9474251704,4578,495,3429.21428571429,68240.035717027,6108.60714285714,0.178571428571431,3072126.25,6.81493344848438,1.47297937910245e-92,5.38344586746941e-34,10.8125819134993,13.4304456812283
"182","BiogenicAmines","TL1A_1175",8655.64156639542,4555,489,2724.25,48590.4631504871,5105.60714285714,0.071428571428573,2091312.57142857,6.83974089072435,3.96478283949684e-92,2.91284534569823e-35,10.7354555433589,13.0794250424809
"183","BiogenicAmines","TL1A_1181",9547.90370646277,4473,488,3005.67857142857,56329.4312629725,6263.71428571428,0.178571428571431,2869927.57142857,6.82484697256708,2.3457573484176e-92,3.41940612922113e-33,10.9099038676503,13.2209683011332
"184","BiogenicAmines","TL1A_1187",10683.1100279909,4534,492,3095.57142857143,77163.5263932835,5766.42857142857,0.071428571428573,4320874.57142857,6.64960501180274,5.80009030736427e-93,3.93779292093975e-37,10.8513453903838,13.3830440798336
"185","BiogenicAmines","TL1A_1193",6466.39734399789,4402,488,1518.42857142857,51820.3654990417,3377.21428571429,0.107142857142858,2573614.57142857,6.33640014363647,4.7175943160789e-93,2.49368104684326e-31,11.0858700590641,12.6587464448639
"186","BiogenicAmines","TL1A_1199",17074.4075040421,4545,489,5443.03571428571,116062.076852337,9934.85714285716,0.321428571428573,6664534.57142857,6.78310344437512,6.77280588418413e-93,1.23530897087883e-38,10.7590759075908,14.0595478962311
"187","BiogenicAmines","TL1A_1205",11123.0967963113,4517,487,3367.71428571429,77658.5757009728,6383.07142857142,0.428571428571427,4352650.57142857,6.71500134292964,6.48860953373857e-93,9.0209645223782e-35,10.7814921408014,13.4412708861981
"188","BiogenicAmines","TL1A_1211",6020.74836741913,4555,488,1760.57142857143,38963.4314738333,3288.82142857143,0.0800000000000001,2017354.57142857,6.72764005511182,1.24707807442528e-92,3.9215826875849e-33,10.7135016465423,12.5557271070061
"189","BiogenicAmines","TL1A_1217",8100.71775266164,4522,492,2249.89285714286,54136.1762766939,4659.35714285715,0.0357142857142847,2986709.57142857,6.6639181528238,1.10649482945656e-92,3.37566513216353e-30,10.8801415302963,12.9838340262803
"190","BiogenicAmines","TL1A_1223",10958.7070376031,4600,496,3560.82142857143,60931.6896994444,5841.53571428571,0.464285714285715,3111053.57142857,6.86335716519922,4.07953797166087e-92,3.75272248429955e-37,10.7826086956522,13.4197899716001
"191","BiogenicAmines","TL1A_1229",623.100768013689,2688,315,623.100768013689,4250.44932857084,571.52933944226,0.0357142857142847,238486.392857143,7.01111815530095,2.35563951604094e-93,2.79965715416346e-55,11.71875,9.2833216848984
"192","BiogenicAmines","TL1A_1235",18316.4469961533,4540,497,5428,107946.26082187,10512.0357142857,0.428571428571427,5299289.96428571,6.76954262115165,2.95940875405612e-92,1.47221675904779e-34,10.9471365638767,14.1608520577574
"193","BiogenicAmines","TL1A_1241",16348.7667285884,4553,496,4151.28571428571,97666.822718139,9168.4642857143,0.107142857142854,4995428.96428571,6.68906419458117,3.44296144002322e-92,2.53757957801535e-29,10.8939160992752,13.9968941894834
"194","BiogenicAmines","TL1A_1247",13895.3910157141,4548,493,4149.64285714286,71149.9550989564,7928.32142857143,0.107142857142858,3352580.96428571,6.84186399559462,1.4269634140776e-91,4.17230753768833e-34,10.8399296394019,13.7623188120364
"195","BiogenicAmines","TL1A_1253",16269.3803562503,4611,501,5106.28571428571,88882.8796575346,8949.57142857139,2.1304347826087,3340196.96428571,6.83135174101106,5.66357695389704e-92,1.23096285206097e-32,10.8653220559532,13.989871684402
"196","BiogenicAmines","TL1A_1259",13745.0461953179,4521,489,3938.07142857143,95909.0618836913,7798.39285714286,0.107142857142858,5488902.96428571,6.68397023687366,7.1337304037226e-93,4.27598986718816e-33,10.8161911081619,13.7466241351194
"197","BiogenicAmines","TL1A_1265",10739.1997060374,4545,489,2717.5,62053.2145690536,6271.39285714286,0.107142857142854,2586481.96428571,6.70117402884625,4.873208003722e-92,6.83644939937662e-24,10.7590759075908,13.3905988660618
"198","BiogenicAmines","TL1A_1271",14160.0410683253,4523,485,4066.89285714286,108260.212518381,7842.96428571428,0.392857142857142,6537780.96428571,6.65038631728019,3.80267667780345e-93,6.93373843479827e-33,10.7229714791068,13.7895378292206
"199","BiogenicAmines","TL1A_1277",7925.72825686521,4520,493,2529.96428571429,40132.1766087367,5389.57142857143,0.0800000000000001,1693161.25,6.96560233692125,9.0913799452552e-92,8.83033488351434e-33,10.9070796460177,12.9523277882797
"200","BiogenicAmines","TL1A_1283",8875.75414868794,4600,494,2998.25,47534.3107623917,4950.39285714285,0.428571428571427,2447894.96428571,6.95844466501428,4.44232036570509e-92,8.164551696765e-34,10.7391304347826,13.1156539912483
"201","BiogenicAmines","TL1A_1289",8476.85855719498,4485,486,2195.35714285714,47426.367241324,5046.5,0.0357142857142208,1973219.17857143,6.68220727293988,7.62248540578289e-92,3.50339832625825e-28,10.8361204013378,13.0493139994934
"202","BiogenicAmines","TL1A_1295",8724.93624278029,4485,485,2480.38461538462,41486.066245234,5947.14285714286,0.071428571428573,1495312.25,6.88761149177437,3.61379558617168e-91,1.22512771632178e-28,10.8138238573021,13.0909288735705
"203","BiogenicAmines","TL1A_1301",9047.93332066789,4539,491,2821.10714285714,49235.9558438032,5510.67857142858,0.071428571428573,2541576.96428571,6.88941480868929,4.95657516358219e-92,9.77531629022407e-35,10.817360652126,13.1433725819942
"204","BiogenicAmines","TL1A_1307",11984.0869799105,4577,496,3994.21428571429,65761.9993242154,7402.46428571428,0.071428571428573,3493131.96428571,6.94184293490115,3.61479040274332e-92,1.32136324289715e-34,10.8367926589469,13.548832379506
"205","BiogenicAmines","TL1A_1313",9036.59523657183,4595,496,2840.85714285714,46417.8606433813,5190.82142857143,0.392857142857142,1936065.96428571,6.91428133705508,9.55743571720527e-92,1.23102230134668e-33,10.7943416757345,13.1415635882137
"206","BiogenicAmines","TL1A_1319",17418.4065175754,4535,495,5572.57142857143,96440.1762075099,10550.25,1,3878119.25,6.83046532972106,4.90260151086501e-92,3.31315175184992e-34,10.9151047409041,14.0883250279211
"207","BiogenicAmines","TL1A_1325",18095.1244477204,4546,484,6024.07142857143,95896.9037855806,11230.3928571429,0.130434782608695,4432792.96428571,6.8886610664439,6.82299458513603e-92,6.70348629136551e-32,10.6467223933128,14.1433134093097
"208","BiogenicAmines","TL1A_1331",17644.8756893497,4543,489,4081.35714285714,129492.140009123,9347.71428571426,1.1,6512051.96428571,6.46225092058875,7.79796783738356e-93,7.44811584526821e-25,10.7638124587277,14.1069616457118
"209","BiogenicAmines","TL1A_1337",12526.3651263927,4583,497,4182.71428571429,53761.6711247525,7129,1.10714285714286,1389993.25,6.97584821444844,1.28394033462772e-90,1.59879836474574e-30,10.8444250490945,13.6126802168028
"210","BiogenicAmines","TL1A_1343",10250.6573147387,4540,489,3132.32142857143,47023.5943300812,5926.28571428572,0.285714285714285,1598918.96428571,6.89753485193854,6.20388946180212e-91,1.28827392168366e-32,10.7709251101322,13.3234288038469
"211","BiogenicAmines","TL1A_1501",9841.58376493664,4631,504,2377.64285714286,63508.6724426398,4934.75,0.821428571428571,2595409.25,6.57098861106644,2.0142443225436e-92,5.62192739255734e-28,10.8831785791406,13.2646747857918
"212","BiogenicAmines","TL1A_1507",6008.0115307498,4495,484,1373.53571428571,43275.1073371841,3676.35714285714,0.0999999999999996,1993292.57142857,6.55900768294131,7.34065945053202e-93,4.71665244322235e-27,10.7675194660734,12.552671866379
"213","BiogenicAmines","TL1A_1513",10143.5769935179,4552,493,2254,67970.3012418993,5513.57142857142,0.178571428571429,3501706.25,6.5804818318057,1.40345111789446e-92,2.41999967329129e-25,10.8304042179262,13.3082788682626
"214","BiogenicAmines","TL1A_1519",11251.8628064255,4447,487,2696,65122.4935791079,7278.78571428571,0.0714285714285552,2758625.25,6.72778211672646,4.38184517207064e-92,2.3127861175317e-27,10.9512030582415,13.4578762466911
"215","BiogenicAmines","TL1A_1525",6558.75252309055,4351,482,1407.89285714286,55497.9733343491,4428.14285714285,0.111111111111111,2692988.57142857,6.46131012514127,2.65995269729107e-93,3.54512728296389e-27,11.0779131234199,12.6792057245215
"216","BiogenicAmines","TL1A_1531",18660.361459378,4577,496,5363.60714285714,110077.999519255,10704.1785714286,1.17857142857144,5088241.57142857,6.72977997154291,3.3072026435067e-92,8.32956038680876e-29,10.8367926589469,14.1876893116449
"217","BiogenicAmines","TL1A_1537",13337.7187660161,4493,495,3407.5,70392.3276114929,8880.3214285714,0.107142857142854,2821087.25,6.74718523722005,1.3816959494161e-91,4.46559642005612e-29,11.0171377698642,13.7032243139587
"218","BiogenicAmines","TL1A_1543",11455.1375156411,4570,493,3015.89285714286,72616.4454455753,6024.28571428572,0.464285714285715,3427589.25,6.65568897323447,1.89783532394962e-92,1.33668963089458e-30,10.7877461706783,13.4837071574363
"219","BiogenicAmines","TL1A_1549",9711.86402237869,4507,488,1961.64285714286,64147.2340105775,5271.03571428572,0.555555555555555,2834685.57142857,6.45138943985637,2.23777067162165e-92,1.98374832461574e-22,10.8276015087641,13.2455325069545
"220","BiogenicAmines","TL1A_1555",19068.1350125428,4498,494,4833.46428571429,93163.9140562822,11216.4285714286,1.42857142857143,2967240.21428571,6.75319821067533,4.66859674369953e-91,5.21613487711817e-31,10.9826589595376,14.2188761251544
"221","BiogenicAmines","TL1A_1561",7819.20082718159,4499,490,1895.32142857143,49208.9705035623,4618.5,0.199999999999999,2415469.96428571,6.66333351798023,2.06498715361611e-92,3.91304237784711e-26,10.8913091798177,12.9328054469799
"222","BiogenicAmines","TL1A_1567",11248.5147992254,4544,494,3407.39285714286,55384.2352127347,6623.5,0.214285714285666,1649600.25,6.8642648172116,2.15945897133326e-91,1.41097488869103e-34,10.8714788732394,13.4574469069259
"223","BiogenicAmines","TL1A_1573",13358.7656521261,4482,484,4003.64285714286,65728.6903997544,8052.28571428572,0.0999999999999996,2431746.25,6.85934211329948,2.29648540671316e-91,8.20895000357329e-36,10.7987505577867,13.7054990887217
"224","BiogenicAmines","TL1A_1579",15834.9854805151,4557,490,4413.57142857143,111305.816641659,8499.44179894183,0.821428571428573,5114391.96428571,6.60735843866112,7.90205829042212e-93,4.70972882736573e-32,10.752688172043,13.9508279240738
"225","BiogenicAmines","TL1A_1585",8850.27289405975,4506,492,2362.60714285714,51732.7541433879,5283.5,0.214285714285715,1830888.96428571,6.73253095180139,3.52830392261891e-92,7.9354703851569e-34,10.9187749667111,13.111506225376
"226","BiogenicAmines","TL1A_1591",14480.5846351466,4533,491,4701.25,78935.642935954,8533.39285714283,1.35714285714289,3634304.96428571,6.85979716228623,5.34501592643003e-92,4.38477399963591e-35,10.8316787999118,13.8218322301197
"227","BiogenicAmines","TL1A_1597",9157.34086865875,4542,494,2516,75745.7070790567,4967.42857142857,0.178571428571431,4615233.25,6.56766778603129,2.60732400465802e-93,1.21225310665462e-33,10.8762659621312,13.1607130104358
"228","BiogenicAmines","TL1A_1603",9016.58988813743,4572,500,2397.57142857143,47490.5431148227,4608.21428571428,0.285714285714221,1901980.25,6.74798536611601,1.38679943750843e-91,1.61421355310552e-35,10.9361329833771,13.1383661880218
"229","BiogenicAmines","TL1A_1609",75827.80157283,3744,460,2525,1080799.08182135,48295.5714285714,0.785714285714285,38114361.9285714,4.82505957596195,7.99244944892931e-94,6.8182140819789e-36,12.2863247863248,16.2104392759342
"230","BiogenicAmines","TL1A_1615",16636.4234982638,4507,492,5126.64285714286,93087.1900717042,9563.0714285714,0.130434782608695,3438347.96428571,6.78002355313877,4.97454896645182e-92,1.92925258356099e-33,10.9163523408032,14.022057695486
"231","BiogenicAmines","TL1A_1621",9230.97649843305,4549,499,2493,55389.5152498727,4856.42857142857,0.321428571428569,2391615.57142857,6.68530223899586,3.16446830954218e-92,9.34378692840032e-31,10.9694438338096,13.1722675560358
"232","BiogenicAmines","TL1A_1627",12179.3811045501,4573,498,3454.17857142857,80190.1725794982,6797.92857142857,0.142857142857146,3701244.96428571,6.68681069419274,1.16556809061701e-92,2.5077992135788e-33,10.8900065602449,13.5721532040842
"233","BiogenicAmines","TL1A_1633",10049.749267708,4615,499,3154.25,53507.3285205156,5571,0.0999999999999996,2525404.96428571,6.88072213650252,6.77390749173487e-92,5.63752496251783e-34,10.8125677139762,13.2948718874465
"234","BiogenicAmines","TL1A_1639",6445.07970621101,4430,482,1503,50903.1135018961,3348.35714285714,0.25,2379141.96428571,6.36668456492969,4.9749921116931e-93,3.58194832989463e-29,10.8803611738149,12.6539824851488
"235","BiogenicAmines","TL1A_1645",9828.51607376305,4401,486,2018.35714285714,74279.7821281729,4993.64285714285,0.107142857142861,3219781.25,6.26016635957548,8.80297151126464e-93,1.35451206418606e-25,11.0429447852761,13.2627578970947
"236","BiogenicAmines","TL1A_1651",24348.0777956752,4517,488,5221.71428571429,158967.366987789,13109.4642857143,0.178571428571429,5710469.92857143,6.43591002727,2.48706025945141e-92,3.49342292365729e-29,10.8036307283595,14.5715202601072
"237","BiogenicAmines","TL1A_1657",9189.42976574241,4540,498,1856.17857142857,67664.1006267529,4436.25,0.107142857142858,3138184.25,6.31209147441217,1.02715907195972e-92,4.36457050521129e-29,10.9691629955947,13.1657596249947
"238","BiogenicAmines","TL1A_1663",9127.34215943089,4369,483,2202,58228.6560936597,5628.25,0.392857142857142,1966226.92857143,6.51597410074184,2.43805225711639e-92,3.55534247478712e-29,11.0551613641566,13.1559790997848
"239","BiogenicAmines","TL1A_1669",12415.6708283524,4519,492,2673.21428571429,81815.2295221581,6497.21428571429,0.0357142857142208,2878681.92857143,6.40070605231835,2.42237614268487e-92,2.46550887846458e-29,10.887364461164,13.5998745931054
"240","BiogenicAmines","TL1A_1675",16740.5850432691,4548,491,3655.28571428571,116653.19344223,8357.14285714286,0.25,3538808.92857143,6.34839297878367,1.46756333237056e-92,7.70286855149353e-35,10.7959542656113,14.0310623270479
"241","BiogenicAmines","TL1A_1681",11572.597538614,4460,489,2425.85714285714,75395.6458864549,6111.67857142857,0.821428571428573,2609159.25,6.39340213280398,2.80137440988697e-92,4.79812754207781e-30,10.9641255605381,13.4984251018579
