"","assay","sample_name","avg","n_metab","n_metab_identified","median","sd","iqr","min_peak_height","max_peak_height","alpha_diver","norm_test_shapiro_pval","log_norm_test_shapiro_pval","percent_identified","avg_log2"
"11","BiogenicAmines","BSD3205C",11972.0788405802,4056,466,1250.82142857143,105939.850860961,9074.21428571429,0.214285714285715,3206178.92857143,5.90087939194056,4.28442475426355e-93,6.72670003148238e-23,11.4891518737673,13.5473860642114
"12","BiogenicAmines","BSD3205D",5472.03243317036,3773,449,1011.89285714286,52563.7209116792,5217.21100459893,0.0357142857142847,2824390.57142857,6.16624045305667,1.77575452039381e-93,3.9699597275171e-33,11.9003445534058,12.4178610658792
"13","BiogenicAmines","BSD3448B",21948.9877559948,4354,483,2375.32142857143,316874.82530329,7846,0.0999999999999996,19520860.5714286,5.4197920349373,6.32804912588153e-94,8.59867407833165e-21,11.0932475884244,14.4218667865957
"14","BiogenicAmines","BSD3448D",13649.2756421123,4315,477,1456.71428571429,126582.842052747,6160.89285714285,0.285714285714292,5562907.64285714,5.80582823875522,3.84846226311577e-93,3.88250852829566e-18,11.0544611819235,13.7365367698696
"15","BiogenicAmines","BSD3590A",6076.30183891617,3960,452,972.928571428571,48219.2553023835,5813.90898177331,0.0999999999999996,2038311.25,6.22581201178757,6.1132044294951e-93,2.97996428582105e-26,11.4141414141414,12.5689778218312
"16","BiogenicAmines","BSD3590C",13853.4072468583,4266,466,1405.78571428571,132668.618113994,5989.64285714286,0.125,5778003.57142857,5.77928290389723,3.21029289911614e-93,3.59681292522644e-16,10.9235818096578,13.7579532304519
"17","BiogenicAmines","BSD4031A",10508.8189979038,4227,464,1565.46428571429,96596.4230651818,6143.92857142857,0.0999999999999996,5539898.57142857,6.14892802466189,2.65441103140653e-93,1.65236312208378e-18,10.977052282943,13.3593129250052
"18","BiogenicAmines","BSD4031C",8236.04820743393,3880,431,1081.82142857143,70223.0375380353,7960.34450373023,0.178571428571445,3519479.57142857,6.14660567476911,4.09390638403423e-93,5.13306122995951e-26,11.1082474226804,13.007736559074
"19","BiogenicAmines","BSD4031D",22260.559125938,4367,479,2132.25,147178.334975645,7851.32142857143,0.428571428571429,4543517.17857143,5.9672776825974,7.579998999497e-92,5.55395794565864e-16,10.968628348981,14.4422022093402
"20","BiogenicAmines","BSD4257A",16588.0940484249,4108,455,1551,149243.867067797,9569.7142857143,0.0357142857142847,7907720.25,5.92703448868477,4.09730910289882e-93,1.32272017802581e-21,11.0759493670886,14.0178605114823
"21","BiogenicAmines","BSD4257B",36930.0113544791,4450,487,4164,279766.975208761,12928.3214285714,0.107142857142858,10821512.3928571,6.02527341666555,1.49506786927035e-92,1.88561156924155e-17,10.9438202247191,15.1725060856632
"22","BiogenicAmines","BSD4257D",12643.4451135558,3974,444,1371.82142857143,84798.416752297,11529.9285714285,0.10714285714289,2905685.42857143,6.17863302116538,3.54303032575013e-92,7.41459910139526e-24,11.1726220432813,13.6261020053294
"23","BiogenicAmines","BSD4362E",14098.9504787938,4295,462,1540.17857142857,111371.815208741,7385.92857142857,0.0999999999999996,4097412.64285714,6.01460732092935,9.81192781109648e-93,1.26276703491114e-16,10.7566938300349,13.7833001524293
"24","BiogenicAmines","BSD4362F",75550.519526355,4148,442,1631.85714285714,337942.336857005,15237.5714285714,0.0714285714286689,4220501.75,6.08511860693741,7.20742369096739e-89,7.53377843407004e-30,10.655737704918,16.2051540557274
"25","BiogenicAmines","BSD5304A",29030.5805177614,4370,480,2952.5,224928.250605758,11375.7857142857,0.75,9321086.10714286,5.89551736001224,1.47609696715437e-92,8.55012199449452e-16,10.9839816933638,14.8252858010394
"26","BiogenicAmines","IL001",9772.74483334284,4490,492,2532.85714285714,59902.6906210558,5561.28571428571,0.142857142857139,2278724.57142857,6.61485918789425,2.92422100477636e-92,1.26334572230304e-29,10.9576837416481,13.2545481079909
"27","BiogenicAmines","IL007",11995.9999300968,4588,498,3070.21428571429,70989.9304341231,6306.46296296296,0.785714285714285,2488598.96428571,6.6355785101238,4.217794436974e-92,5.34131860157976e-34,10.8544027898867,13.5502657984619
"28","BiogenicAmines","IL013",12001.1536261467,4607,500,3041.78571428571,73044.4246803391,5879.53571428572,0.107142857142858,2521770.96428571,6.59044723619719,3.49869402821746e-92,6.04241838132105e-37,10.8530497069677,13.5508854729437
"29","BiogenicAmines","IL019",11778.6417144613,4500,498,3409.5,69896.2892322328,6676.78571428572,0.0999999999999996,2857598.25,6.7182268052375,3.10745361512514e-92,1.2418846291506e-33,11.0666666666667,13.5238855600765
"30","BiogenicAmines","IL025",14670.9488429334,4567,499,3710.03571428571,88238.3731546873,7158.51455026455,0.130434782608695,3267004.25,6.5784544405308,4.19832047338175e-92,2.03765555205629e-38,10.9262097657105,13.8406745598128
"31","BiogenicAmines","IL031",16884.6977653962,4625,498,4611.75,83732.2622894503,8145.82142857144,0.25,2444082.21428571,6.78654625083383,2.8344653459491e-91,7.94698884158025e-34,10.7675675675676,14.0434287350117
"32","BiogenicAmines","IL037",20387.8256274757,4607,497,5453.71428571429,143544.887393086,9616.10317460319,0.73076923076923,7451997.96428571,6.59422419070406,8.1612481599352e-93,4.36364012732989e-34,10.7879314087259,14.3154202989093
"33","BiogenicAmines","IL043",17100.8406852509,4564,497,4400.46428571429,111492.071848499,8194.21428571424,0.428571428571427,4519299.96428571,6.54379743831846,1.87748531656812e-92,4.41456357346948e-37,10.8895705521472,14.0617796299606
"34","BiogenicAmines","IL049",15522.4930021695,4589,496,3443.89285714286,90579.9635064704,7782.14285714286,0.0999999999999996,3391366.57142857,6.54689611590445,7.24394182969788e-92,1.21273633083686e-28,10.8084550010896,13.9220726608522
"35","BiogenicAmines","IL055",21481.3377997682,4563,496,6243.57142857143,136209.724461405,11134.3214285715,0.535714285714285,5465553.21428571,6.65476819698217,1.80497394770498e-92,5.73933807935402e-36,10.8700416392724,14.3907962228258
"36","BiogenicAmines","IL061",15936.0489025065,4575,502,4136.71428571429,90326.4952059881,8428.07142857147,0.48,3308935.57142857,6.69124385603553,6.16937435971478e-92,1.83555917897049e-33,10.9726775956284,13.9600063592327
"37","BiogenicAmines","IL067",18573.9291581109,4527,485,4743.78571428571,107987.694379248,9275.92857142857,0.39285714285711,3871044.96428571,6.61885101892737,5.68103690841527e-92,4.39855578188755e-33,10.7134967969958,14.1809914170796
"38","BiogenicAmines","IL073",15040.5384777999,4574,496,3083.46428571429,86486.6413335816,6569.89285714286,1.53571428571428,3226473.57142857,6.53138234319931,9.50267211490037e-92,2.6965981477369e-28,10.8439003060778,13.8765685985161
"39","BiogenicAmines","IL079",12044.6892490785,4579,495,3481.64285714286,60676.5822479719,6331.32142857143,1.28571428571428,2095561.96428571,6.80862074202726,2.00173972541859e-91,3.23893861116071e-35,10.8102205721773,13.5561095523208
"40","BiogenicAmines","IL085",16151.5914944797,4622,499,3410.35714285714,134469.598689361,6820.35714285715,0.964285714285715,6398521.96428571,6.30632227574572,3.87459036631656e-93,3.0942566613193e-29,10.7961921246214,13.9793887071974
"41","BiogenicAmines","IL091",15521.0171707745,4576,498,3198.82142857143,85960.1074939378,6673.42857142857,0.392857142857146,2828555.96428571,6.53061223727484,1.61743242513757e-91,3.92363476160364e-30,10.8828671328671,13.9219354872772
"42","BiogenicAmines","IL097",6425.22788713002,4510,493,1742.89285714286,42672.1170466713,3421.57142857143,0.107142857142858,1697205.21428571,6.57620801599658,1.37427178947775e-92,5.14486703347704e-31,10.9312638580931,12.6495319087432
"43","BiogenicAmines","IL103",14450.8569084507,4521,495,2206.39285714286,137072.528459252,5620,0.107142857142854,7285465.57142857,5.96795480792815,2.7324195574648e-93,8.71053966907524e-21,10.9489051094891,13.818867423896
"44","BiogenicAmines","IL109",11198.3666675121,4564,501,2454.28571428571,76835.7821257455,5506.53142857143,0.107142857142858,4093785.57142857,6.45343738970607,1.4836595005309e-92,5.69289977832451e-25,10.977212971078,13.4510007035718
"45","BiogenicAmines","IL115",12281.8544822494,4559,490,1921.10714285714,96365.1802813055,5040.89285714286,0.714285714285715,4561128.57142857,6.13497569830969,8.63820411142891e-93,6.22794907242301e-23,10.7479710462821,13.5842407945203
"46","BiogenicAmines","IL121",9606.33838884476,4601,500,3109.32142857143,50023.2180492179,5234.75,0.178571428571431,2192690.57142857,6.85660967317421,9.71447283801167e-92,4.53758889511863e-39,10.8672027820039,13.2297709139026
"47","BiogenicAmines","IL127",13417.2003162404,4539,496,3578.28571428571,75047.7497364611,7208.64285714285,0.428571428571431,2690007.25,6.65320009069478,8.28269169895792e-92,1.07077284173788e-35,10.9275170742454,13.7117960442878
"48","BiogenicAmines","IL133",12160.9509237271,4614,506,3758.57142857143,66072.9799392022,6092.35714285714,0.107142857142858,2921682.57142857,6.82696468570977,6.24601137967307e-92,7.04157995445426e-36,10.9666233203294,13.5699684240634
"49","BiogenicAmines","IL139",13092.8103655757,4500,496,3929.03571428571,65229.1770964762,7315.17857142857,0.48,2119855.57142857,6.79590113802686,2.38226788663358e-91,3.25598053591201e-38,11.0222222222222,13.6764871838838
"50","BiogenicAmines","IL145",13616.0920907408,4531,496,3236.5,107072.987677898,6768.89285714286,0.0357142857142847,5705955.57142857,6.41603006594706,4.78934225800578e-93,1.2405889421135e-36,10.9468108585301,13.7330250792069
"51","BiogenicAmines","IL151",18009.7900367923,4591,495,4679.78571428571,108696.08112466,8908.18233082711,0.130434782608695,5209537.57142857,6.63006263058973,3.57922108002882e-92,2.28312525971806e-32,10.78196471357,14.1364937415463
"52","BiogenicAmines","IL157",19522.5951464601,4579,493,4003.25,113960.772118309,8436.7857142857,1.17857142857143,4205340.57142857,6.46718793345564,9.48217829131297e-92,1.37091707222532e-30,10.7665429132998,14.2528572232326
"53","BiogenicAmines","IL163",11697.8047641605,4601,499,2547.21428571429,78655.2836178457,5302.75,0.392857142857142,3759263.57142857,6.44213875418382,1.87509944754672e-92,3.95848205371573e-31,10.8454683764399,13.5139501954257
"54","BiogenicAmines","IL169",13112.050483332,4569,494,3960.82142857143,62911.5738151918,7006.96428571428,0.107142857142858,2419730.57142857,6.88081221595715,3.07531530006349e-91,4.49250162028438e-36,10.8119938717444,13.6786056936993
"55","BiogenicAmines","IL175",19179.4983192911,4598,496,4370.39285714286,112908.887451877,8350.26785714286,0.285714285714285,5121565.57142857,6.54686444903859,6.50516317313398e-92,5.53780995418337e-35,10.7872988255763,14.2272773636314
"56","BiogenicAmines","IL181",8781.91675473217,4505,495,2205.10714285714,51243.1973229591,5037.39285714286,0.107142857142854,1771206.96428571,6.59525534754318,5.7930693260957e-92,3.52806524025381e-31,10.9877913429523,13.1003201436421
"57","BiogenicAmines","IL187",11820.754615282,4560,494,3250.92857142857,67509.9859077898,6106.67857142857,0.428571428571427,3132550.57142857,6.71426253804304,5.12478190948168e-92,4.66006604471661e-35,10.8333333333333,13.5290345170086
"58","BiogenicAmines","IL193",13337.1160192178,4543,496,3906.32142857143,78528.7177735976,6941.35714285715,1.07142857142857,3535275.57142857,6.71742042657475,3.43909276992873e-92,1.08671284756042e-33,10.9178956636584,13.703159115443
"59","BiogenicAmines","IL199",11842.1228000171,4607,503,2952.21428571429,86310.6562801435,5237.14285714286,0.107142857142858,4376184.21428571,6.44816275907343,8.27519487585116e-93,2.13198928396999e-36,10.9181680052095,13.5316400989071
"60","BiogenicAmines","IL205",5528.56358177044,4386,486,1322.03571428571,35359.3782816272,3231.64285714285,0.0357142857142847,1422530.25,6.56320050462621,2.21392885111847e-92,4.70856767687308e-31,11.0807113543092,12.432688976217
"61","BiogenicAmines","IL211",15556.2516424361,4539,496,5066.42857142857,78251.0347995412,9210.60714285713,0.0714285714286689,3052937.21428571,6.87206123012723,1.50883175805036e-91,1.05065934193105e-36,10.9275170742454,13.9252068570762
"62","BiogenicAmines","IL217",19714.7055097625,4527,495,4529.75,146967.092674732,9695.5714285714,0.285714285714221,6466092.14285714,6.37424230080308,8.02438757943549e-93,2.03244875970555e-30,10.934393638171,14.2669845397655
"63","BiogenicAmines","IL223",11452.5702087199,4506,496,3095.32142857143,60529.5643829194,6412.64285714286,0.130434782608695,2032346.25,6.68370600937271,1.65337377028761e-91,5.57750426582796e-30,11.0075454948957,13.4833837867155
"64","BiogenicAmines","IL229",13302.0325459852,4532,493,3672.85714285714,66494.1956746489,7565.82142857143,0.0357142857142847,2835483.25,6.79013720719808,2.64790698182595e-91,2.42801692896892e-30,10.8781994704325,13.6993590854241
"65","BiogenicAmines","IL235",16602.8360248189,4564,497,4704.60714285714,85422.3539821936,8516.85714285714,0.0999999999999996,3238452.25,6.76339805167443,1.767909032955e-91,2.79734748527328e-38,10.8895705521472,14.0191420771141
"66","BiogenicAmines","IL241",8836.78836066162,4534,491,2332.67857142857,46885.7092027148,4625.92857142857,0.714285714285715,2251828.25,6.76767749460563,1.1830576847448e-91,3.64538571163673e-31,10.829289810322,13.1093064169453
"67","BiogenicAmines","IL247",6692.63436217417,4499,493,1751.64285714286,39934.3780651889,3787.89285714286,0.107142857142858,1486572.25,6.61654591126568,3.98871752002467e-92,8.32056858278938e-34,10.9579906645921,12.708358482547
"68","BiogenicAmines","IL253",13088.2697780126,4536,488,3059,118616.186990731,5710.46428571429,0.0999999999999996,6941264.96428571,6.33749741138866,2.15574924927846e-93,1.72748913895172e-34,10.7583774250441,13.6759867703646
"69","BiogenicAmines","IL259",12236.2338981631,4581,495,3306.10714285714,58577.9721673131,6542.25,1.35714285714286,2277728.57142857,6.81428446138267,4.75014934094836e-91,1.3007034511352e-34,10.8055009823183,13.5788719692384
"70","BiogenicAmines","IL265",12863.7786066013,4661,501,3433.85714285714,88207.5191543045,6000.57142857143,3.57142857142857,4592837.21428571,6.59639895038286,1.02188155176709e-92,8.31953704514342e-31,10.7487663591504,13.6510268617396
"71","BiogenicAmines","IL271",14558.4570683232,4594,497,3525.64285714286,90970.139308686,6917.57142857143,0.392857142857142,2861885.57142857,6.5121390853322,3.1921166228832e-92,2.09641338597386e-31,10.8184588593818,13.8295698437515
"72","BiogenicAmines","IL277",18164.3345031591,4571,493,3942.14285714286,116883.06730232,8417.64285714281,0.392857142857142,5041631.96428571,6.46465865563815,2.81357911561225e-92,2.73442259667816e-29,10.7853861299497,14.1488208894493
"73","BiogenicAmines","IL283",16490.2374120904,4615,498,4745.17857142857,77776.2950895966,8337.07142857146,0.321428571428569,2775782.25,6.86927576434023,4.56517170880131e-91,1.12090619883765e-37,10.7908992416035,14.0093245491423
"74","BiogenicAmines","IL289",21343.810047704,4589,491,6334.25,120267.769973018,11640.3257142857,0.285714285714285,5443712.96428571,6.78681806297479,4.66827313687971e-92,1.56405962847737e-38,10.6994988014818,14.3815301117705
"75","BiogenicAmines","IL295",17616.3486629534,4596,498,4724.96428571429,96125.3515354906,8383.57142857147,1.57142857142857,4198130.96428571,6.71083652300543,9.82400136350586e-92,1.5743267537079e-30,10.8355091383812,14.104627307682
"76","BiogenicAmines","IL301",20612.9977699881,4602,494,6441,114102.815500735,11188.3571428571,0.75,5635865.96428571,6.86367213385734,4.38456112245728e-92,1.15608273043873e-36,10.7344632768362,14.3312667123449
"77","BiogenicAmines","IL307",14683.733748415,4563,495,4472.21428571429,74778.6868784697,8237.67857142861,0.964285714285714,2931347.25,6.84634253672065,1.44158627226661e-91,1.29966197013961e-36,10.8481262327416,13.8419312397885
"78","BiogenicAmines","IL313",15250.3539031473,4590,496,4528,78819.0424914054,7961.17857142854,1.25,3304873.96428571,6.8671162311694,1.07280713372678e-91,1.07413642769569e-38,10.8061002178649,13.8965551021195
"79","BiogenicAmines","IL319",13116.3389866862,4587,495,3948.96428571429,77221.6420375821,7230.25,0.714285714285715,3848228.96428571,6.83953675711717,2.31365412817424e-92,1.34095930413157e-33,10.7913669064748,13.6790774727678
"80","BiogenicAmines","IL325",15126.1280380501,4657,500,4138.53571428571,68828.5514367518,7861.57142857143,0.535714285714285,2217629.96428571,6.86914431376313,8.71793567207932e-91,5.78856398527609e-33,10.7365256602963,13.8847551156039
"81","BiogenicAmines","IL331",14809.5221393705,4584,498,4141.67857142857,93673.1057372271,7720.92857142857,0.142857142857338,4470116.96428571,6.70585003209919,1.64378888150522e-92,3.01626454437888e-36,10.8638743455497,13.8542374693131
"82","BiogenicAmines","IL337",9748.43655075952,4561,496,2463.03571428571,54503.4791969342,5104.32142857143,0.107142857142858,1885090.25,6.67842379809851,7.69465440511742e-92,1.87758420602976e-34,10.8748081561061,13.2509551433879
"83","BiogenicAmines","IL343",12033.1692061789,4581,494,3522.85714285714,63963.5455681252,6455.68452380953,0.142857142857146,2818680.25,6.81343763334799,9.17742213861988e-92,1.05166405443104e-35,10.7836716874045,13.5547290383468
"84","BiogenicAmines","IL355",15431.9691063646,4574,494,4252.32142857143,98684.7082766207,7750.07142857143,0.75,4928747.21428571,6.66797304748761,1.63769798566689e-92,4.98451397246631e-35,10.8001749016178,13.9136345398856
"85","BiogenicAmines","IL361",16093.9985778117,4575,491,3771.85714285714,106583.43869524,7994.53571428572,0.0999999999999996,5530473.57142857,6.54838800864708,1.63667325002803e-92,3.70538288623736e-34,10.7322404371585,13.9742351898678
"86","BiogenicAmines","IL367",20453.5817714074,4600,499,4860.96428571429,108681.315768934,9900.74999999996,0.571428571428571,4937916.57142857,6.71193546512478,1.49808041319242e-91,3.44328601916916e-30,10.8478260869565,14.3200658853752
"87","BiogenicAmines","IL373",11810.1932013165,4547,492,3074.96428571429,84677.724224815,6029.85714285714,0.892857142857142,4733836.57142857,6.5605379549299,7.52334220389185e-93,1.66917694766944e-30,10.8203210908291,13.5277449453261
"88","BiogenicAmines","IL385",14771.1865630686,4582,496,4338.07142857143,102743.436207164,8124.03571428576,0.392857142857142,5302775.57142857,6.670100264565,7.39219120903661e-93,5.37446256230168e-34,10.8249672632038,13.8504981013798
"89","BiogenicAmines","IL397",18065.7352858878,4565,495,5128.57142857143,137505.858972112,10073.5357142857,0.178571428571431,7506603.57142857,6.55225382717919,4.67398310101308e-93,5.91153866137031e-34,10.8433734939759,14.1409683540384
"90","BiogenicAmines","IL403",14718.3893808759,4545,495,3727.60714285714,107118.682692394,7852.64285714286,0.318181818181818,4828939.57142857,6.46743743854531,7.99429816488306e-93,6.67247853600732e-33,10.8910891089109,13.8453321868578
"91","BiogenicAmines","IL409",27110.5516443487,4616,500,6858.96428571429,223487.637016075,13537.6785714286,0.107142857142854,12302580.5714286,6.42524723868347,3.38375598299278e-93,8.42918517473864e-36,10.8318890814558,14.7265668489209
"92","BiogenicAmines","IL415",11981.8615116447,4544,492,3523.75,67332.9529355676,6267.21428571429,0.392857142857142,2299566.25,6.70691759312781,6.08559417834392e-92,5.14394244360153e-34,10.8274647887324,13.5485644433514
"93","BiogenicAmines","IL421",22748.4353068171,4606,497,5914.17857142857,138622.397837788,10844.25,1.46428571428572,5773916.21428571,6.58421980567586,3.60543875632526e-92,7.46376391314892e-32,10.790273556231,14.4734796961695
"94","BiogenicAmines","IL427",10886.4314699171,4446,487,2567.39285714286,72450.9781337649,5490.17857142857,2.53571428571428,3355622.25,6.5044085781538,1.73024453407076e-92,6.49390764444604e-29,10.9536662168241,13.4102435012481
"95","BiogenicAmines","IL433",23235.9608534323,4568,495,7030.89285714286,128629.601459488,12270.7142857143,2.5,5490242.57142857,6.75193978403081,6.50234616350253e-92,8.83386169838284e-34,10.8362521891419,14.5040716839557
"96","BiogenicAmines","IL439",18568.5561541045,4570,494,5646.82142857143,98999.0254480582,10744.8928571429,1.55555555555556,3706478.57142857,6.80483379536925,8.79522559129738e-92,2.26538503349241e-36,10.8096280087527,14.1805740187163
"97","BiogenicAmines","IL445",15477.3603058942,4593,496,4709.42857142857,89082.7858662001,7616.89285714285,0.392857142857142,4175672.57142857,6.74214779299893,4.10964025045694e-92,9.37431142309109e-37,10.7990420204659,13.9178718175478
"98","BiogenicAmines","IL451",17605.951281239,4584,497,4521.75,98328.9264326527,8114.28571428574,0.130434782608695,4216294.57142857,6.62005099934481,9.55979486745293e-92,2.42675245670073e-34,10.8420593368237,14.1037755602665
"99","BiogenicAmines","IL457",16379.1344072094,4577,499,3703.71428571429,91071.8895516003,7962.67857142857,0.107142857142858,3366044.25,6.59272924689938,1.20331042479485e-91,7.84115985390154e-30,10.9023377758357,13.9995714960263
"100","BiogenicAmines","IL463",14911.9270735171,4610,498,4248.60714285714,100025.516932162,7455.07142857143,1.1,4701150.57142857,6.63045155768634,1.11828835005044e-92,3.98380696022539e-34,10.8026030368764,13.8641790892001
"101","BiogenicAmines","IL469",13200.5553273141,4552,492,3873.03571428571,86968.9648492128,7013.18452380953,1.1,4768487.57142857,6.71043749162512,1.09662818145267e-92,5.59952390740093e-33,10.8084358523726,13.6883110023991
"102","BiogenicAmines","IL475",12768.7391505013,4530,492,3861.5,80997.1287639248,6994.73015873016,0.555555555555555,3521359.96428571,6.71622561952216,1.50239424054911e-92,2.09728052697672e-38,10.8609271523179,13.6403284526617
"103","BiogenicAmines","IL481",14999.2867177194,4559,499,4260.82142857143,82372.6940520121,7679.5,0.535714285714285,3003303.96428571,6.73685049256032,7.6902458426488e-92,3.42386085856319e-35,10.9453827593771,13.8726062753855
"104","BiogenicAmines","IL487",13614.7010637434,4520,493,4198,81640.5664498918,8603.60714285711,0.071428571428573,3377231.96428571,6.79154623274856,2.1655851571306e-92,7.26470887674428e-34,10.9070796460177,13.7328776852077
"105","BiogenicAmines","IL493",20098.358941303,4595,495,5422.89285714286,153911.190808942,9796.35978835977,0.142857142857142,6654047.96428571,6.55147652231667,4.33805996669407e-93,1.77346394704584e-35,10.7725788900979,14.2947900877249
"106","BiogenicAmines","IL499",16487.4045350624,4577,492,4685.46428571429,93620.2660841437,9216.89285714289,0.071428571428573,3338169.57142857,6.76360366703774,4.48768889693763e-92,4.44429363092233e-33,10.7493991697619,14.0090766855954
"107","BiogenicAmines","IL505",15011.7373964019,4589,500,3488.92857142857,94795.184468447,7349.10714285714,0.0357142857142847,4244708.96428571,6.55526488042478,2.67976652598809e-92,1.63701890923034e-30,10.8956199607758,13.8738033377285
"108","BiogenicAmines","IL511",14509.3991824864,4516,495,4004.35714285714,88825.8038775058,8200.10714285714,0.428571428571427,3282208.57142857,6.62969081413473,2.84074198719996e-92,2.11205824889578e-32,10.9610274579274,13.8247001598505
"109","BiogenicAmines","IL517",15048.7852213561,4554,491,4218.57142857143,99200.8861873975,7865.25,0.714285714285779,4158577.96428571,6.63886849759659,1.29279677375824e-92,3.25350545108323e-32,10.7817303469477,13.877359412989
"110","BiogenicAmines","IL523",12879.194930526,4528,487,3740.21428571429,80543.8665827765,7062.03571428572,1.10714285714286,4018840.57142857,6.6845836728251,1.94107842984762e-92,8.05827364151961e-33,10.7553003533569,13.6527547939617
"111","BiogenicAmines","IL535",13715.6883590738,4556,499,3419.57142857143,102336.4247514,6897.17857142857,0.392857142857142,5510687.57142857,6.48776876457356,6.40924964613355e-93,5.74532003248493e-32,10.9525899912204,13.7435394091218
"112","BiogenicAmines","IL541",9355.21867535714,4499,491,2328.21428571429,65522.1774233759,4877.14285714286,0.318181818181818,3177244.57142857,6.55014347776022,9.33085737450133e-93,7.23991486936234e-31,10.9135363414092,13.1915556610748
"113","BiogenicAmines","IL547",10514.576082284,4473,489,2526.71428571429,80840.6528714604,5684.60714285714,0.392857142857142,3404443.96428571,6.44916734398304,5.22911528058875e-93,1.3246449373888e-28,10.9322602280349,13.3601030654427
"114","BiogenicAmines","IL553",17056.1745595232,4490,487,4252.07142857143,115185.933233012,9579.46428571433,0.107142857142858,4398144.57142857,6.5245742541826,1.37337450443484e-92,1.16065195191873e-29,10.8463251670379,14.0580064879368
"115","BiogenicAmines","IL559",24774.0228237623,4582,496,5732.92857142857,163995.136644317,11238.4285714285,0.115384615384615,7034680.96428571,6.50057540824349,1.85366608018541e-92,3.45045117824847e-34,10.8249672632038,14.5965405330212
"116","BiogenicAmines","IL565",12903.9189890713,4538,494,3492.85714285714,74531.0767663794,7725.07142857143,0.321428571428569,3535880.25,6.7211234335066,4.54634472858566e-92,5.2186833041793e-29,10.8858527985897,13.6555216659306
"117","BiogenicAmines","IL571",11984.4564091571,4535,494,3774.96153846154,56973.6820588509,7507.92857142858,0.392857142857142,2688288.25,6.93619610738797,2.79062175039642e-91,2.55047931365363e-31,10.8930540242558,13.5488768522746
"118","BiogenicAmines","IL577",12821.9945819139,4527,491,3814.78571428571,72563.8402725966,7596.42857142857,0.821428571428571,3854175.25,6.82233620672502,3.95860596504626e-92,3.72303111751176e-32,10.8460349017009,13.6463330837532
"119","BiogenicAmines","IL583",10898.6299826272,4538,498,3159.60714285714,57217.5043291225,6411.60714285714,0.107142857142854,2696205.25,6.8364063918448,9.98536531492236e-92,4.2309060954121e-34,10.9739973556633,13.4118591712953
"120","BiogenicAmines","IL589",12024.7646693201,4545,493,3892.28571428571,53926.3876917355,7294.96428571429,0.392857142857338,1835763.25,6.97914456190023,5.82529283821237e-91,1.61434315578734e-34,10.8470847084708,13.553721039555
"121","BiogenicAmines","IL595",10923.2632001841,4572,503,2952.62962962963,53626.120523329,5625.25,1.82142857142857,1834398.25,6.77025502653874,3.78575267934233e-91,1.72361556255991e-29,11.0017497812773,13.4151162888706
